"outcome","label","filename"
"Adverse effects: parkinsonism (SHRS) - average endpoint scores (short term)","secondary","14651858.CD000459.pub3"
"Adverse effects: parkinsonism (SAS, ESRS, low = better) - average change score (medium term)","secondary","14651858.CD000459.pub3"
"Adverse effects: dyskinesia (ESRS, low = better) - average change score (medium term)","secondary","14651858.CD000459.pub3"
"Adverse effects: akathisia (BAS, ESRS, low = better) - average change scores (medium term)","secondary","14651858.CD000459.pub3"
"Adverse effects: dystonia (ESRS, low = better) - average change score (medium term)","secondary","14651858.CD000459.pub3"
"Adverse effects: general adverse events (UKU, low = better) - average change score (medium term)","secondary","14651858.CD000459.pub3"
"General global state: average change score (CGI) (medium term)","secondary","14651858.CD000459.pub3"
"Tardive dyskinesias: no clinically important improvement (medium term)","primary","14651858.CD000459.pub3"
"Tardive dyskinesia: no improvement (medium term)","secondary","14651858.CD000459.pub3"
"Tardive dyskinesia: deterioration (medium term)","secondary","14651858.CD000459.pub3"
"Incidence of adhesions","secondary","14651858.CD000475.pub4"
"Mean adhesion score (non-validated score)","secondary","14651858.CD000475.pub4"
"Incidence of de novo adhesions per participant","secondary","14651858.CD000475.pub4"
"Clinical pregnancy rate","secondary","14651858.CD000475.pub4"
"Ectopic pregnancy rate","secondary","14651858.CD000475.pub4"
"Live birth","primary","14651858.CD000479.pub6"
"Pregnancy","secondary","14651858.CD000479.pub6"
"Adverse event: hydrocele formation","secondary","14651858.CD000479.pub6"
"Adverse event: pain","primary","14651858.CD000479.pub6"
"Adverse event: epididymitis","secondary","14651858.CD000479.pub6"
"Adverse event: haematoma","primary","14651858.CD000479.pub6"
"Adverse event: suture granuloma","secondary","14651858.CD000479.pub6"
"Varicocele recurrence","secondary","14651858.CD000479.pub6"
"Adverse event: testicular atrophy","secondary","14651858.CD000479.pub6"
"Adverse event: wound infection","primary","14651858.CD000479.pub6"
"Adverse event: oedema","primary","14651858.CD000479.pub6"
"Adverse event: abdominal distention","primary","14651858.CD000479.pub6"
"Adverse event: epididymo-orchitis","primary","14651858.CD000479.pub6"
"Adverse event: pneumoscrotum","primary","14651858.CD000479.pub6"
"Adverse event: subcutaneous emphysema","primary","14651858.CD000479.pub6"
"Adverse event: inferior epigastric bleeding","primary","14651858.CD000479.pub6"
"Adverse event: persistence of dilated veins","secondary","14651858.CD000479.pub6"
"Adverse event: wound erythema","secondary","14651858.CD000479.pub6"
"Development of pyelonephritis","primary","14651858.CD000490.pub4"
"Preterm birth < 37 weeks","primary","14651858.CD000490.pub4"
"Birthweight < 2500 g","primary","14651858.CD000490.pub4"
"Persistent bacteriuria","secondary","14651858.CD000490.pub4"
"Serious adverse neonatal outcome","secondary","14651858.CD000490.pub4"
"Birthweight","secondary","14651858.CD000490.pub4"
"Gestational age at delivery","secondary","14651858.CD000490.pub4"
"Mean of worst itching scores over preceding 24 hours between randomisation and delivery","primary","14651858.CD000493.pub3"
"Pruritus improvement","primary","14651858.CD000493.pub3"
"Mean of average itching scores over preceding 24 hours between randomisation and delivery","primary","14651858.CD000493.pub3"
"Stillbirth","primary","14651858.CD000493.pub3"
"Fetal distress/asphyxial event","primary","14651858.CD000493.pub3"
"Subgroup analysis - fetal distress/asphyxial events","primary","14651858.CD000493.pub3"
"Change in bile acid concentration, Amumol/L","secondary","14651858.CD000493.pub3"
"ALT, IU/L","secondary","14651858.CD000493.pub3"
"ALT reduction, IU/L","secondary","14651858.CD000493.pub3"
"Caesarean section","secondary","14651858.CD000493.pub3"
"Postpartum haemorrhage","secondary","14651858.CD000493.pub3"
"Adverse effects of medication","secondary","14651858.CD000493.pub3"
"Meconium-stained liquor","secondary","14651858.CD000493.pub3"
"Mean gestational age at birth (weeks)","secondary","14651858.CD000493.pub3"
"Spontaneous birth at less than 37 weeks","secondary","14651858.CD000493.pub3"
"Total preterm birth at less than 37 weeks","secondary","14651858.CD000493.pub3"
"Admission to neonatal intensive care unit","secondary","14651858.CD000493.pub3"
"Stillbirth/neonatal death","primary","14651858.CD000493.pub3"
"Bile acid reduction, Amumol/L","secondary","14651858.CD000493.pub3"
"Total bile acids (Amumol/L)","secondary","14651858.CD000493.pub3"
"ALT, U/L","secondary","14651858.CD000493.pub3"
"Mean gestational age at birth","secondary","14651858.CD000493.pub3"
"Bile acids after 8 days treatment, Amumol/L","secondary","14651858.CD000493.pub3"
"ALT after 8 days treatment, U/L","secondary","14651858.CD000493.pub3"
"Stillbirths","primary","14651858.CD000493.pub3"
"Subgroup analysis - fetal distress/asphyxial event","primary","14651858.CD000493.pub3"
"Total preterm births at less than 37 weeks","secondary","14651858.CD000493.pub3"
"Mean pruritus score one week post treatment","primary","14651858.CD000493.pub3"
"Mean pruritus score two weeks post treatment","primary","14651858.CD000493.pub3"
"Fetal distress/asphyxial events","primary","14651858.CD000493.pub3"
"Bile acids, Amumol/L","secondary","14651858.CD000493.pub3"
"ALT, Amukatl/L","secondary","14651858.CD000493.pub3"
"Pruritus score (> 50% reduction after 14 days treatment)","primary","14651858.CD000493.pub3"
"Bile acid reduction at 20 days, Amumol/L","secondary","14651858.CD000493.pub3"
"Stillbirths/neonatal deaths","primary","14651858.CD000493.pub3"
"Mean pruritus score post treatment","primary","14651858.CD000493.pub3"
"Reduction in ALT (IU/L) after treatment","secondary","14651858.CD000493.pub3"
"Reduction in pruritus from moderate/severe to mild (0-4 scale)","primary","14651858.CD000493.pub3"
"Fetal distress","primary","14651858.CD000493.pub3"
"Degree of pruritus after treatment","primary","14651858.CD000493.pub3"
"Bile salt (CGA) concentration","secondary","14651858.CD000493.pub3"
"ALT","secondary","14651858.CD000493.pub3"
"Pruritus","primary","14651858.CD000493.pub3"
"Bile acid concentration (CGA)","secondary","14651858.CD000493.pub3"
"Death (before 1 month)","primary","14651858.CD000501.pub4"
"Chronic lung disease (oxygen use at 28 days in survivors)","primary","14651858.CD000501.pub4"
"Death or chronic lung disease (oxygen use at 28 days)","primary","14651858.CD000501.pub4"
"Death before 36 weeks' postmenstrual age","primary","14651858.CD000501.pub4"
"Chronic lung disease (oxygen use at 36 weeks' postmenstrual age in survivors)","primary","14651858.CD000501.pub4"
"Death or chronic lung disease (oxygen use at 36 weeks' postmenstrual age)","primary","14651858.CD000501.pub4"
"Death before 18 to 22 months","secondary","14651858.CD000501.pub4"
"Neurodevelopmental impairment at 18 to 22 months","secondary","14651858.CD000501.pub4"
"Death or neurodevelopmental impairment at 18 to 22 months","secondary","14651858.CD000501.pub4"
"Failure of ductal closure or treatment by day 14","secondary","14651858.CD000501.pub4"
"Sepsis (a%%Yen 1 episodes)","secondary","14651858.CD000501.pub4"
"Necrotising enterocolitis","secondary","14651858.CD000501.pub4"
"Intraventricular haemorrhage","secondary","14651858.CD000501.pub4"
"Periventricular leukomalacia","secondary","14651858.CD000501.pub4"
"Retinopathy of prematurity (any grade)","secondary","14651858.CD000501.pub4"
"Retinopathy of prematurity requiring laser therapy","secondary","14651858.CD000501.pub4"
"Oxygen use at 36 weeks' postmenstrual age in survivors","secondary","14651858.CD000501.pub4"
"Death or oxygen use at 36 weeks' postmenstrual age","primary","14651858.CD000501.pub4"
"Retinol concentration on study day 28 (I1/4g/L)","secondary","14651858.CD000501.pub4"
"Retinol < 200 I1/4g/L on day 28 (%)","secondary","14651858.CD000501.pub4"
"Retinopathy of prematurity (threshold disease)","secondary","14651858.CD000501.pub4"
"One or more episodes of sepsis","secondary","14651858.CD000501.pub4"
"Weight loss (%)","primary","14651858.CD000503.pub3"
"Dehydration","primary","14651858.CD000503.pub3"
"Patent ductus arteriosus","secondary","14651858.CD000503.pub3"
"Necrotizing enterocolitis","secondary","14651858.CD000503.pub3"
"Bronchopulmonary dysplasia","secondary","14651858.CD000503.pub3"
"Intraventricular hemorrhage (all grades)","secondary","14651858.CD000503.pub3"
"Death","secondary","14651858.CD000503.pub3"
"Days to reach full enteral feeding","primary","14651858.CD000504.pub4"
"Incidence of necrotising enterocolitis","primary","14651858.CD000504.pub4"
"Mortality","secondary","14651858.CD000504.pub4"
"Days to regain birth weight","secondary","14651858.CD000504.pub4"
"Incidence of invasive infection","secondary","14651858.CD000504.pub4"
"Duration of phototherapy (days)","secondary","14651858.CD000504.pub4"
"Days of hospital stay","secondary","14651858.CD000504.pub4"
"Death before discharge","primary","14651858.CD000509.pub5"
"Death before 36 weeks' postmenstrual age","primary","14651858.CD000509.pub5"
"Bronchopulmonary dysplasia among survivors at 36 weeks","primary","14651858.CD000509.pub5"
"Death or bronchopulmonary dysplasia at 36 weeks","primary","14651858.CD000509.pub5"
"Intraventricular haemorrhage (all grades)","primary","14651858.CD000509.pub5"
"Intraventricular haemorrhage (grade 3 or 4)","primary","14651858.CD000509.pub5"
"Intraventricular haemorrhage (grade 3 or 4) or periventricular leukomalacia","primary","14651858.CD000509.pub5"
"Neurodevelopmental disability","secondary","14651858.CD000509.pub5"
"Bayley MDI or PDI < -2 SD","secondary","14651858.CD000509.pub5"
"Cerebral palsy","secondary","14651858.CD000509.pub5"
"Severe retinopathy of prematurity (a%%Yenstage 3)","secondary","14651858.CD000509.pub5"
"Retinopathy of prematurity requiring surgery","secondary","14651858.CD000509.pub5"
"Primary safety outcome: death or any stroke between randomisation and 30 days after treatment","primary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and 30 days after treatment according to age","primary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and 30 days after treatment according to sex","primary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and 30 days after treatment according to minimum pretrial experience in endovascular treatment of carotid stenosis","primary","14651858.CD000515.pub5"
"Death or major or disabling stroke between randomisation and 30 days after treatment","secondary","14651858.CD000515.pub5"
"Death of any cause between randomisation and 30 days after treatment","secondary","14651858.CD000515.pub5"
"Any stroke between randomisation and 30 days after treatment","secondary","14651858.CD000515.pub5"
"Fatal, major, or disabling stroke between randomisation and 30 days after treatment","secondary","14651858.CD000515.pub5"
"Myocardial infarction between randomisation and 30 days after treatment","secondary","14651858.CD000515.pub5"
"Death or any stroke or myocardial infarction between randomisation and 30 days after treatment","secondary","14651858.CD000515.pub5"
"Primary combined safety and efficacy outcome: death or any stroke between randomisation and 30 days after treatment or ipsilateral stroke until the end of follow-up","primary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and end of follow-up","primary","14651858.CD000515.pub5"
"Any stroke during follow-up (periprocedural events and people dying in the periprocedural period excluded)","secondary","14651858.CD000515.pub5"
"Ipsilateral stroke during follow-up (periprocedural events and people dying in the periprocedural period excluded)","secondary","14651858.CD000515.pub5"
"Death or any stroke or myocardial infarction between randomisation and 30 days after treatment or ipsilateral stroke until end of follow-up","primary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and 30 days after treatment","primary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and 30 days after treatment or ipsilateral stroke until end of follow-up","primary","14651858.CD000515.pub5"
"Severe (a%%Yen 70%) restenosis during follow-up","secondary","14651858.CD000515.pub5"
"Moderate (a%%Yen 50%) or severe (a%%Yen 70%) restenosis during follow-up","secondary","14651858.CD000515.pub5"
"Cranial nerve palsy within 30 days of procedure","secondary","14651858.CD000515.pub5"
"Death or neurological complication up to 30 days after treatment","secondary","14651858.CD000515.pub5"
"Access site haematoma","secondary","14651858.CD000515.pub5"
"Death or any stroke between randomisation and 30 days after treatment or ipsilateral stroke until the end of follow-up","primary","14651858.CD000515.pub5"
"Mortality - 1 month","primary","14651858.CD000521.pub3"
"Mortality - 3 months","primary","14651858.CD000521.pub3"
"Mortality - 6 months","primary","14651858.CD000521.pub3"
"Mortality - 12 months","primary","14651858.CD000521.pub3"
"Pneumonia","primary","14651858.CD000521.pub3"
"Myocardial infarction","primary","14651858.CD000521.pub3"
"Cerebrovascular accident","secondary","14651858.CD000521.pub3"
"Acute confusional state","secondary","14651858.CD000521.pub3"
"Deep vein thrombosis","secondary","14651858.CD000521.pub3"
"Congestive cardiac failure","secondary","14651858.CD000521.pub3"
"Acute kidney injury","secondary","14651858.CD000521.pub3"
